# MPC_PARAMS wheelbase_m=1.04 forward_speed_kmh=3 prediction_horizon=15 dt=0.1 use_dbm=1 w_d=1 w_theta=0.5 w_kappa=0.05 w_u=0.2 w_xy=2 w_psi=1 w_vx=0.5 w_vy=0.3 w_omega=0.3 w_delta_c=0.1 w_u_delta=0.2 w_u_torque=1e-05 mass_kg=150 inertia_kgm2=120 lf_m=0.52 lr_m=0.52 Ca_N_rad=25000 Cx_N=30000 mu=0.8
timestamp_sec,x_m,y_m,yaw_deg,vx_mps,vy_mps,omega_rads,ref_x_m,ref_y_m,ref_yaw_deg,ref_kappa,cte_m,heading_err_deg,cmd_steer_deg,cmd_speed_pwm,cmd_torque,mpc_cost,nearest_idx,path_size,path_progress,dist_to_goal_m,path_len_m
1774633194.3014,1.224619,0.807112,27.859894,0.0042,0.0028,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398171,55.1577,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1646,43.8604
1774633194.3514,1.224772,0.807332,25.190232,0.0045,0.0028,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398437,52.4880,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1643,43.8604
1774633194.4015,1.224896,0.807559,22.556363,0.0042,0.0033,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398696,49.8541,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1641,43.8604
1774633194.4516,1.225014,0.807785,19.909703,0.0024,0.0034,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398950,47.2075,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1638,43.8604
1774633194.5015,1.224332,0.807401,17.267103,0.0009,0.0034,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398296,44.5649,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1645,43.8604
1774633194.5515,1.224311,0.807635,14.613200,0.0005,0.0046,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398494,41.9110,-1.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1644,43.8604
1774633194.6016,1.224266,0.807816,11.947637,0.0002,0.0034,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398634,39.2454,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1643,43.8604
1774633194.6515,1.224255,0.808011,9.307590,0.0009,0.0045,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398803,36.6054,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1641,43.8604
1774633194.7015,1.224196,0.807500,6.665627,0.0010,0.0032,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398322,33.9634,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1646,43.8604
1774633194.7515,1.224264,0.807715,4.021925,0.0022,0.0046,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398544,31.3197,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1644,43.8604
1774633194.8015,1.223985,0.807467,1.363409,0.0006,0.0030,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398196,28.6612,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1647,43.8604
1774633194.8514,1.224025,0.807575,-1.270427,0.0013,0.0011,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398310,26.0274,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1646,43.8604
1774633194.9015,1.224207,0.807363,-3.896480,0.0032,-0.0000,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398205,23.4013,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1647,43.8604
1774633194.9514,1.224353,0.807323,-6.553451,0.0031,-0.0010,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398236,20.7443,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1646,43.8604
1774633195.0014,1.224500,0.807231,-9.201554,0.0038,-0.0009,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398222,18.0962,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1646,43.8604
1774633195.0515,1.224685,0.807125,-11.864153,0.0046,-0.0012,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398213,15.4336,-1.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1645,43.8604
1774633195.1014,1.224370,0.807061,-14.488868,0.0050,0.0004,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398012,12.8089,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1648,43.8604
1774633195.1514,1.224661,0.807047,-17.154066,0.0060,0.0021,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398132,10.1437,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1646,43.8604
1774633195.2015,1.225020,0.807093,-19.813337,0.0067,0.0044,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398338,7.4844,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1643,43.8604
1774633195.2515,1.225390,0.807168,-22.438223,0.0056,0.0043,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398574,4.8596,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1640,43.8604
1774633195.3015,1.224780,0.807076,-25.081207,0.0045,0.0018,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398213,2.2166,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1645,43.8604
1774633195.3514,1.225007,0.806999,-27.744600,0.0046,-0.0001,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398248,-0.4468,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1644,43.8604
1774633195.4014,1.224445,0.806970,-30.390352,0.0034,-0.0011,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.397965,-3.0926,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1648,43.8604
1774633195.4515,1.224560,0.806838,-33.043975,0.0040,-0.0010,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.397900,-5.7462,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1648,43.8604
1774633195.5015,1.224548,0.806857,-35.704600,0.0045,0.0001,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.397912,-8.4068,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1648,43.8604
1774633195.5515,1.224758,0.806752,-38.339412,0.0038,0.0012,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.397915,-11.0416,-1.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1647,43.8604
1774633195.6014,1.224955,0.806707,-40.991155,0.0034,0.0019,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.397965,-13.6934,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1646,43.8604
1774633195.6515,1.225145,0.806684,-43.656830,0.0034,0.0029,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398032,-16.3590,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1645,43.8604
1774633195.7014,1.224644,0.806812,-46.289067,0.0016,0.0001,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.397915,-18.9913,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1648,43.8604
1774633195.7514,1.224714,0.806790,-48.937120,0.0013,0.0009,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.397929,-21.6393,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1647,43.8604
1774633195.8014,1.224739,0.806781,-51.585827,0.0000,-0.0002,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.397932,-24.2880,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1647,43.8604
1774633195.8515,1.224724,0.806770,-54.242537,-0.0002,-0.0002,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.397915,-26.9448,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1648,43.8604
1774633195.9015,1.224729,0.806865,-56.904735,0.0030,0.0034,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398002,-29.6070,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1647,43.8604
1774633195.9514,1.224971,0.806776,-59.568892,0.0050,0.0026,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398034,-32.2711,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1646,43.8604
1774633196.0016,1.224746,0.806798,-62.190109,0.0054,0.0019,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.397950,-34.8923,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1647,43.8604
1774633196.0514,1.224822,0.806749,-64.837439,-0.0007,0.0009,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.397942,-37.5397,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1647,43.8604
1774633196.1014,1.225447,0.806843,-67.549475,0.0023,0.0083,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398312,-40.2517,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1642,43.8604
1774633196.1514,1.225905,0.806814,-70.187085,0.0056,0.0083,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398496,-42.8893,-1.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1639,43.8604
1774633196.2013,1.226328,0.806668,-72.827424,0.0040,0.0051,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398560,-45.5296,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1638,43.8604
1774633196.2514,1.226728,0.806435,-75.484507,0.0105,0.0086,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398537,-48.1867,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1637,43.8604
1774633196.3014,1.226007,0.806665,-78.125863,0.0047,0.0053,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398410,-50.8281,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1640,43.8604
1774633196.3514,1.226430,0.806463,-80.761699,0.0043,0.0068,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398425,-53.4639,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1638,43.8604
1774633196.4014,1.225368,0.806627,-83.456221,0.0039,0.0036,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398083,-56.1584,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1644,43.8604
1774633196.4515,1.225573,0.806449,-86.086062,0.0026,0.0029,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398019,-58.7883,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1644,43.8604
1774633196.5015,1.225774,0.806318,-88.731519,0.0034,0.0061,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.397995,-61.4337,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1644,43.8604
1774633196.5513,1.226099,0.806158,-91.383040,0.0032,0.0061,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.398002,-64.0853,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1643,43.8604
1774633196.6014,1.218754,0.806553,-94.100935,0.0036,-0.0063,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.394984,-66.8032,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1689,43.8604
1774633196.6514,1.218354,0.806433,-96.742842,0.0034,-0.0082,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.394695,-69.4451,-1.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1693,43.8604
1774633196.7014,1.217940,0.806298,-99.393827,0.0035,-0.0075,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.394385,-72.0960,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1696,43.8604
1774633196.7513,1.217520,0.806190,-102.035406,0.0026,-0.0075,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.394096,-74.7376,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1700,43.8604
1774633196.8013,1.213672,0.806651,-104.745655,0.0009,-0.0115,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.392741,-77.4479,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1723,43.8604
1774633196.8513,1.213136,0.806743,-107.386832,0.0007,-0.0114,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.392577,-80.0890,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1725,43.8604
1774633196.9013,1.212549,0.806924,-110.057572,0.0006,-0.0125,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.392469,-82.7598,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1728,43.8604
1774633196.9514,1.211976,0.807092,-112.682144,0.0011,-0.0118,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.392355,-85.3844,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1731,43.8604
1774633197.0013,1.217596,0.807018,-115.407857,-0.0000,0.0007,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.394866,-88.1101,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1693,43.8604
1774633197.0514,1.217633,0.806949,-118.049371,0.0009,0.0006,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.394822,-90.7516,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1694,43.8604
1774633197.1013,1.220107,0.806957,-120.729866,-0.0029,0.0075,0.0000,1.140775,0.402312,-27.297783,-0.993336,0.395963,-93.4321,-0.0000,0.0000,0.000000,0.000000,1,372,0.0027,2.1677,43.8604
