# MPC_PARAMS wheelbase_m=1.04 forward_speed_kmh=3 prediction_horizon=15 dt=0.1 use_dbm=1 w_d=1 w_theta=0.5 w_kappa=0.05 w_u=0.2 w_xy=2 w_psi=1 w_vx=0.5 w_vy=0.3 w_omega=0.3 w_delta_c=0.1 w_u_delta=0.2 w_u_torque=1e-05 mass_kg=150 inertia_kgm2=120 lf_m=0.52 lr_m=0.52 Ca_N_rad=25000 Cx_N=30000 mu=0.8
timestamp_sec,x_m,y_m,yaw_deg,vx_mps,vy_mps,omega_rads,ref_x_m,ref_y_m,ref_yaw_deg,ref_kappa,cte_m,heading_err_deg,cmd_steer_deg,cmd_speed_pwm,cmd_torque,mpc_cost,nearest_idx,path_size,path_progress,dist_to_goal_m,path_len_m
1774635058.2730,1.847642,0.832241,-97.511841,-0.1555,-0.0454,0.0000,1.871194,0.697427,39.111837,-1.006446,0.119461,-136.6237,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9643,35.2289
1774635058.3230,1.845549,0.840693,-100.276887,-0.1531,-0.0548,0.0000,1.871194,0.697427,39.111837,-1.006446,0.127340,-139.3887,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9654,35.2289
1774635058.3731,1.845722,0.824035,-101.976995,-0.1250,-0.0509,0.0000,1.871194,0.697427,39.111837,-1.006446,0.114306,-141.0888,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9671,35.2289
1774635058.4231,1.843875,0.831142,-103.106018,-0.1260,-0.0537,0.0000,1.871194,0.697427,39.111837,-1.006446,0.120985,-142.2179,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9681,35.2289
1774635058.4730,1.843927,0.818708,-104.005548,-0.1066,-0.0438,0.0000,1.871194,0.697427,39.111837,-1.006446,0.111305,-143.1174,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9696,35.2289
1774635058.5230,1.842729,0.824797,-104.127942,-0.1107,-0.0401,0.0000,1.871194,0.697427,39.111837,-1.006446,0.116785,-143.2398,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9700,35.2289
1774635058.5730,1.842012,0.831075,-103.802559,-0.1170,-0.0334,0.0000,1.871194,0.697427,39.111837,-1.006446,0.122108,-142.9144,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9700,35.2289
1774635058.6231,1.841915,0.837390,-102.985530,-0.1229,-0.0250,0.0000,1.871194,0.697427,39.111837,-1.006446,0.127069,-142.0974,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9694,35.2289
1774635058.6730,1.841393,0.824689,-101.669951,-0.1108,-0.0116,0.0000,1.871194,0.697427,39.111837,-1.006446,0.117544,-140.7818,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9714,35.2289
1774635058.7230,1.842161,0.830205,-98.405836,-0.1165,0.0025,0.0000,1.871194,0.697427,39.111837,-1.006446,0.121339,-137.5177,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9700,35.2289
1774635058.7731,1.841043,0.817102,-93.010623,-0.0983,0.0168,0.0000,1.871194,0.697427,39.111837,-1.006446,0.111878,-132.1225,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9726,35.2289
1774635058.8230,1.842200,0.822201,-82.965484,-0.1030,0.0367,0.0000,1.871194,0.697427,39.111837,-1.006446,0.115104,-122.0773,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9709,35.2289
1774635058.8730,1.841034,0.812745,-76.051778,-0.1057,0.0464,0.0000,1.871194,0.697427,39.111837,-1.006446,0.108502,-115.1636,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9732,35.2289
1774635058.9230,1.841885,0.819915,-72.388225,-0.1338,0.0582,0.0000,1.871194,0.697427,39.111837,-1.006446,0.113530,-111.5001,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9715,35.2289
1774635058.9730,1.841168,0.808069,-69.924386,-0.1422,0.0607,0.0000,1.871194,0.697427,39.111837,-1.006446,0.104790,-109.0362,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9737,35.2289
1774635059.0230,1.841548,0.817707,-68.526642,-0.1808,0.0739,0.0000,1.871194,0.697427,39.111837,-1.006446,0.112028,-107.6385,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9721,35.2289
1774635059.0730,1.841560,0.807011,-67.905877,-0.1942,0.0768,0.0000,1.871194,0.697427,39.111837,-1.006446,0.103722,-107.0177,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9735,35.2289
1774635059.1230,1.841902,0.819573,-68.273414,-0.2367,0.0945,0.0000,1.871194,0.697427,39.111837,-1.006446,0.113253,-107.3853,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9715,35.2289
1774635059.1730,1.843383,0.835082,-69.583424,-0.2812,0.1098,0.0000,1.871194,0.697427,39.111837,-1.006446,0.124352,-108.6953,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9682,35.2289
1774635059.2230,1.846640,0.852971,-71.715301,-0.3218,0.1233,0.0000,1.871194,0.697427,39.111837,-1.006446,0.136178,-110.8271,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9632,35.2289
1774635059.2730,1.847345,0.831434,-74.446836,-0.3017,0.1120,0.0000,1.871194,0.697427,39.111837,-1.006446,0.119022,-113.5587,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9647,35.2289
1774635059.3231,1.851137,0.848463,-77.574925,-0.3294,0.1154,0.0000,1.871194,0.697427,39.111837,-1.006446,0.129843,-116.6868,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9591,35.2289
1774635059.3731,1.849695,0.826625,-80.190555,-0.2948,0.0953,0.0000,1.871194,0.697427,39.111837,-1.006446,0.113809,-119.3024,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9629,35.2289
1774635059.4231,1.852743,0.842275,-82.934038,-0.3150,0.0881,0.0000,1.871194,0.697427,39.111837,-1.006446,0.124029,-122.0459,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9581,35.2289
1774635059.4730,1.855734,0.858639,-85.408631,-0.3319,0.0766,0.0000,1.871194,0.697427,39.111837,-1.006446,0.134839,-124.5205,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9536,35.2289
1774635059.5229,1.858317,0.875796,-87.614450,-0.3473,0.0630,0.0000,1.871194,0.697427,39.111837,-1.006446,0.146522,-126.7263,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9497,35.2289
1774635059.5730,1.854267,0.848595,-88.896703,-0.2937,0.0390,0.0000,1.871194,0.697427,39.111837,-1.006446,0.127971,-128.0085,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9560,35.2289
1774635059.6229,1.855242,0.863581,-90.673166,-0.3006,0.0233,0.0000,1.871194,0.697427,39.111837,-1.006446,0.138985,-129.7850,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9537,35.2289
1774635059.6730,1.852388,0.841280,-91.378554,-0.2492,0.0076,0.0000,1.871194,0.697427,39.111837,-1.006446,0.123481,-130.4904,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9586,35.2289
1774635059.7231,1.852113,0.853778,-92.756212,-0.2490,-0.0054,0.0000,1.871194,0.697427,39.111837,-1.006446,0.133352,-131.8680,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9576,35.2289
1774635059.7730,1.850428,0.835855,-95.534292,-0.2047,-0.0221,0.0000,1.871194,0.697427,39.111837,-1.006446,0.120508,-134.6461,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9611,35.2289
1774635059.8229,1.849140,0.846342,-94.279653,-0.2029,-0.0265,0.0000,1.871194,0.697427,39.111837,-1.006446,0.129457,-133.3915,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9613,35.2289
1774635059.8730,1.847078,0.856618,-95.019821,-0.1999,-0.0358,0.0000,1.871194,0.697427,39.111837,-1.006446,0.138731,-134.1317,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9624,35.2289
1774635059.9229,1.844426,0.867127,-97.602607,-0.1960,-0.0508,0.0000,1.871194,0.697427,39.111837,-1.006446,0.148559,-136.7144,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9642,35.2289
1774635059.9731,1.844060,0.846432,-99.442160,-0.1568,-0.0497,0.0000,1.871194,0.697427,39.111837,-1.006446,0.132732,-138.5540,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9664,35.2289
1774635060.0230,1.841603,0.855161,-101.684928,-0.1549,-0.0589,0.0000,1.871194,0.697427,39.111837,-1.006446,0.141055,-140.7968,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9680,35.2289
1774635060.0729,1.841544,0.839270,-103.261409,-0.1267,-0.0531,0.0000,1.871194,0.697427,39.111837,-1.006446,0.128762,-142.3732,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9696,35.2289
1774635060.1229,1.839557,0.846660,-104.127820,-0.1297,-0.0516,0.0000,1.871194,0.697427,39.111837,-1.006446,0.135750,-143.2397,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9708,35.2289
1774635060.1729,1.837939,0.854060,-104.500267,-0.1327,-0.0487,0.0000,1.871194,0.697427,39.111837,-1.006446,0.142512,-143.6121,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9717,35.2289
1774635060.2229,1.836846,0.861544,-104.144384,-0.1385,-0.0422,0.0000,1.871194,0.697427,39.111837,-1.006446,0.149008,-143.2562,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9722,35.2289
1774635060.2729,1.836727,0.844096,-103.200275,-0.1187,-0.0264,0.0000,1.871194,0.697427,39.111837,-1.006446,0.135545,-142.3121,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9739,35.2289
1774635060.3229,1.836691,0.850318,-101.310815,-0.1238,-0.0143,0.0000,1.871194,0.697427,39.111837,-1.006446,0.140396,-140.4227,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9733,35.2289
1774635060.3730,1.835930,0.836876,-98.297406,-0.1067,-0.0004,0.0000,1.871194,0.697427,39.111837,-1.006446,0.130446,-137.4092,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9754,35.2289
1774635060.4229,1.836780,0.841927,-91.813727,-0.1098,0.0179,0.0000,1.871194,0.697427,39.111837,-1.006446,0.133829,-130.9256,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9740,35.2289
1774635060.4729,1.837851,0.847874,-81.171993,-0.1160,0.0393,0.0000,1.871194,0.697427,39.111837,-1.006446,0.137768,-120.2838,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9724,35.2289
1774635060.5230,1.838798,0.856659,-75.122522,-0.1398,0.0567,0.0000,1.871194,0.697427,39.111837,-1.006446,0.143986,-114.2344,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9707,35.2289
1774635060.5729,1.837724,0.840230,-71.442751,-0.1404,0.0604,0.0000,1.871194,0.697427,39.111837,-1.006446,0.131917,-110.5546,-0.0000,0.0000,0.000000,0.000000,270,282,0.9621,0.9733,35.2289
