# MPC_PARAMS wheelbase_m=1.04 forward_speed_kmh=3 prediction_horizon=15 dt=0.1 use_dbm=1 w_d=1 w_theta=0.5 w_kappa=0.05 w_u=0.2 w_xy=2 w_psi=1 w_vx=0.5 w_vy=0.3 w_omega=0.3 w_delta_c=0.1 w_u_delta=0.2 w_u_torque=1e-05 mass_kg=150 inertia_kgm2=120 lf_m=0.52 lr_m=0.52 Ca_N_rad=25000 Cx_N=30000 mu=0.8
timestamp_sec,x_m,y_m,yaw_deg,vx_mps,vy_mps,omega_rads,ref_x_m,ref_y_m,ref_yaw_deg,ref_kappa,cte_m,heading_err_deg,cmd_steer_deg,cmd_speed_pwm,cmd_torque,mpc_cost,nearest_idx,path_size,path_progress,dist_to_goal_m,path_len_m
1774636879.0004,-6.112918,7.184531,26.157929,-0.0123,-0.0156,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.133159,49.4243,2.0000,0.0000,0.000000,0.000000,1,390,0.0028,5.9008,49.4019
1774636879.0504,-6.108761,7.185201,26.353087,-0.0055,-0.0176,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.130901,49.6195,2.0000,0.0000,0.000000,0.000000,1,390,0.0028,5.8968,49.4019
1774636879.1004,-6.108648,7.184282,26.141123,-0.0090,-0.0179,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.131701,49.4075,-55.0000,8.5570,-0.857073,0.000000,1,390,0.0028,5.8966,49.4019
1774636879.1505,-6.108849,7.183520,26.253845,-0.0090,-0.0096,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.132480,49.5202,-55.0000,8.6755,-0.857035,0.000000,1,390,0.0028,5.8966,49.4019
1774636879.2005,-6.108972,7.182830,25.979990,-0.0060,-0.0118,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.133164,49.2464,2.0000,8.7601,-0.857066,0.000000,1,390,0.0028,5.8966,49.4019
1774636879.2504,-6.106975,7.184380,26.372580,-0.0281,-0.0080,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.130951,49.6390,-55.0000,8.8141,-0.857052,0.000000,1,390,0.0028,5.8949,49.4019
1774636879.3004,-6.108280,7.183333,26.265950,-0.0295,-0.0089,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.132427,49.5323,2.0000,9.1214,-0.857091,0.000000,1,390,0.0028,5.8960,49.4019
1774636879.3504,-6.105836,7.184517,26.455696,-0.0174,-0.0142,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.130374,49.7221,-55.0000,9.2212,-0.857030,0.000000,1,390,0.0028,5.8938,49.4019
1774636879.4004,-6.105523,7.183549,26.208684,0.0065,-0.0223,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.131141,49.4751,-11.0000,9.1859,-0.857049,0.000000,1,390,0.0028,5.8934,49.4019
1774636879.4504,-6.109391,7.184612,26.052736,0.0032,-0.0128,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.131691,49.3191,-55.0000,9.0298,-0.857015,0.000000,1,390,0.0028,5.8974,49.4019
1774636879.5004,-6.109098,7.184144,26.463386,-0.0007,-0.0130,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.132006,49.7298,-36.0000,9.1452,-0.857051,0.000000,1,390,0.0028,5.8970,49.4019
1774636879.5504,-6.108833,7.183509,26.299098,-0.0019,-0.0154,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.132485,49.5655,-55.0000,9.2680,-0.857079,0.000000,1,390,0.0028,5.8966,49.4019
1774636879.6004,-6.108560,7.182819,26.225961,-0.0005,-0.0160,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.133011,49.4923,-54.0000,9.3628,-0.857022,0.000000,1,390,0.0028,5.8962,49.4019
1774636879.6504,-6.112285,7.184395,25.899447,-0.0063,-0.0076,0.0000,-6.008805,7.284712,-23.266388,-0.273205,-0.133034,49.1658,-55.0000,9.4329,-0.857045,0.000000,1,390,0.0028,5.9002,49.4019
